the_geom,OBJECTID_1,PARK,PARK_NO,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
POINT (-87.65397094865322 41.83922208653314),4040,BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,-87.65397095,41.83922209,4692
POINT (-87.65382603761981 41.83905087461907),4041,BOSLEY (WILLIAM),1024,BASKETBALL BACKBOARD,OUTDOOR,-87.65382604,41.83905087,4693
POINT (-87.5641965959878 41.717888480087254),4042,BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,-87.5641966,41.71788848,4694
POINT (-87.56446685349763 41.717882591506374),4043,BRADLEY (JOSEPHINE),1004,BASKETBALL BACKBOARD,OUTDOOR,-87.56446685,41.71788259,4695
POINT (-87.65483060216584 41.7279986243045),4044,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.6548306,41.72799862,4696
POINT (-87.65482509110223 41.72778128789046),4045,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.65482509,41.72778129,4697
POINT (-87.65460633892401 41.728413214199755),4046,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.65460634,41.72841321,4698
POINT (-87.65459344919412 41.72815611192802),4047,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.65459345,41.72815611,4699
POINT (-87.65475407540738 41.72815706061912),4048,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.65475408,41.72815706,4700
POINT (-87.65476233620427 41.72840946174631),4049,BRAINERD,177,BASKETBALL BACKBOARD,OUTDOOR,-87.65476234,41.72840946,4701
POINT (-87.69814740624749 41.82987159768382),4050,BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,-87.69814741,41.8298716,4702
POINT (-87.6981958450119 41.829674816831215),4051,BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,-87.69819585,41.82967482,4703
POINT (-87.6980744728977 41.82975914673707),4052,BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,-87.69807447,41.82975915,4704
POINT (-87.69825501678669 41.82978590321493),4053,BRIGHTON,426,BASKETBALL BACKBOARD,OUTDOOR,-87.69825502,41.8297859,4705
POINT (-87.66057995132779 41.96275798338268),4054,BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,-87.66057995,41.96275798,4706
POINT (-87.66039752203369 41.96276067758448),4055,BRONCHO BILLY,487,BASKETBALL BACKBOARD,OUTDOOR,-87.66039752,41.96276068,4707
POINT (-87.60810462306857 41.73993924308258),4056,BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,-87.60810462,41.73993924,4708
POINT (-87.60819849621336 41.74003057489501),4057,BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,-87.6081985,41.74003057,4709
POINT (-87.60811269304602 41.74011925919082),4058,BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,-87.60811269,41.74011926,4710
POINT (-87.60802684415765 41.74003251578538),4059,BROWN (SIDNEY) MEML.,289,BASKETBALL BACKBOARD,OUTDOOR,-87.60802684,41.74003252,4711
POINT (-87.60572002436506 41.83251654893376),4060,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.60572002,41.83251655,4714
POINT (-87.60586158198326 41.83245066233179),4061,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.60586158,41.83245066,4715
POINT (-87.60585646080753 41.83259960674807),4062,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.60585646,41.83259961,4716
POINT (-87.60599807782383 41.83252858387423),4063,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.60599808,41.83252858,4717
POINT (-87.59504662420804 41.81876686640457),4064,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59504662,41.81876687,4718
POINT (-87.59521099451905 41.81882391907394),4065,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59521099,41.81882392,4719
POINT (-87.59521248509984 41.81869411902004),4066,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59521249,41.81869412,4720
POINT (-87.59505144434623 41.81864345141993),4067,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59505144,41.81864345,4721
POINT (-87.59502462047756 41.818608917185934),4068,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59502462,41.81860892,4722
POINT (-87.59487208647151 41.8185583040118),4069,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59487209,41.8185583,4723
POINT (-87.59487186255676 41.81842976512851),4070,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.59487186,41.81842977,4724
POINT (-87.59503630372696 41.81848045573772),4071,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.5950363,41.81848046,4725
POINT (-87.58971485532014 41.809496986748776),4072,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.58971486,41.80949699,4726
POINT (-87.58958116698153 41.80931594850178),4073,BURNHAM (DANIEL),27,BASKETBALL BACKBOARD,OUTDOOR,-87.58958117,41.80931595,4727
POINT (-87.5978786121779 41.724414864207155),4074,BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,-87.59787861,41.72441486,4728
POINT (-87.59787139380435 41.7242340366662),4075,BURNSIDE (AMBROSE),363,BASKETBALL BACKBOARD,OUTDOOR,-87.59787139,41.72423404,4729
POINT (-87.69762354281681 41.950108917553166),4076,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69762354,41.95010892,4730
POINT (-87.69779448720274 41.95010628242843),4077,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69779449,41.95010628,4731
POINT (-87.69770902457796 41.95002985200296),4078,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69770902,41.95002985,4732
POINT (-87.69779122921112 41.94991254379855),4079,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69779123,41.94991254,4733
POINT (-87.6976238373739 41.94991491948716),4080,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69762384,41.94991492,4734
POINT (-87.69770968402781 41.9498429235515),4081,CALIFORNIA,189,BASKETBALL BACKBOARD,OUTDOOR,-87.69770968,41.94984292,4735
POINT (-87.53121866215388 41.716906619621945),4082,CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,-87.53121866,41.71690662,4736
POINT (-87.53112048722917 41.716809129017406),4083,CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,-87.53112049,41.71680913,4737
POINT (-87.53119785034798 41.71671534522459),4084,CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,-87.53119785,41.71671535,4738
POINT (-87.53129943060027 41.71680541352836),4085,CALUMET,11,BASKETBALL BACKBOARD,OUTDOOR,-87.53129943,41.71680541,4739
POINT (-87.60008805193938 41.655136962571895),4086,CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,-87.60008805,41.65513696,4740
POINT (-87.60008623833477 41.65490564748445),4087,CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,-87.60008624,41.65490565,4741
POINT (-87.60034066644594 41.65497050452658),4088,CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,-87.60034067,41.6549705,4742
POINT (-87.60034321334317 41.65474587371234),4089,CARVER (GEORGE WASHINGTON),255,BASKETBALL BACKBOARD,OUTDOOR,-87.60034321,41.65474587,4743
POINT (-87.58901511258657 41.76755187473816),4090,CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,-87.58901511,41.76755187,4744
POINT (-87.58875475331595 41.767553703556985),4091,CHESTNUT,1275,BASKETBALL BACKBOARD,OUTDOOR,-87.58875475,41.7675537,4745
POINT (-87.70538407652225 42.004526393777354),4092,CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,-87.70538408,42.00452639,4746
POINT (-87.70539386741959 42.00442105737967),4093,CHIPPEWA,167,BASKETBALL BACKBOARD,OUTDOOR,-87.70539387,42.00442106,4747
POINT (-87.76354792388639 41.943677457145654),4094,CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,-87.76354792,41.94367746,4748
POINT (-87.76345366673817 41.94378796979457),4095,CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,-87.76345367,41.94378797,4749
POINT (-87.76365192040751 41.943782425334156),4096,CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,-87.76365192,41.94378243,4750
POINT (-87.76355768264744 41.94389076295807),4097,CHOPIN (FREDERIC),146,BASKETBALL BACKBOARD,OUTDOOR,-87.76355768,41.94389076,4751
POINT (-87.70861599239613 41.859869005736726),4098,CHRISTIANA,1089,BASKETBALL BACKBOARD,OUTDOOR,-87.70861599,41.85986901,4752
POINT (-87.64940717087674 41.96271282843186),4099,CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,-87.64940717,41.96271283,4753
POINT (-87.64966901034092 41.962712508997015),4100,CLARENDON COMM. CTR.,1002,BASKETBALL BACKBOARD,OUTDOOR,-87.64966901,41.96271251,4754
POINT (-87.74056983204045 41.87634422439321),4101,CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,-87.74056983,41.87634422,4755
POINT (-87.74055678818968 41.876104696400034),4102,CLARK (JOHN),1026,BASKETBALL BACKBOARD,OUTDOOR,-87.74055679,41.8761047,4756
POINT (-87.65202382522124 41.91317925031973),4103,CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,-87.65202383,41.91317925,4759
POINT (-87.65222351137602 41.91301686107158),4104,CLYBOURN (ARCHIBALD),1091,BASKETBALL BACKBOARD,OUTDOOR,-87.65222351,41.91301686,4760
POINT (-87.61558351687475 41.739660261473986),4105,COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,-87.61558352,41.73966026,4761
POINT (-87.61529168855905 41.73966318844544),4106,COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,-87.61529169,41.73966319,4762
POINT (-87.6152328030348 41.73982435614838),4107,COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,-87.6152328,41.73982436,4763
POINT (-87.6149758331062 41.73982987712271),4108,COLE (NAT KING),270,BASKETBALL BACKBOARD,OUTDOOR,-87.61497583,41.73982988,4764
POINT (-87.76521228470388 41.87721351986909),4109,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76521228,41.87721352,4765
POINT (-87.76538907994244 41.8772130321093),4110,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76538908,41.87721303,4766
POINT (-87.76556224077123 41.87721116388964),4111,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76556224,41.87721116,4767
POINT (-87.76556929234701 41.87744412209617),4112,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76556929,41.87744412,4768
POINT (-87.76539431910756 41.87744461914303),4113,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76539432,41.87744462,4769
POINT (-87.76522296701518 41.87744785827576),4114,COLUMBUS (CHRISTOPHER),209,BASKETBALL BACKBOARD,OUTDOOR,-87.76522297,41.87744786,4770
POINT (-87.67441506744177 41.8966689876232),4115,COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,-87.67441507,41.89666899,4771
POINT (-87.67441540411934 41.89663623523242),4116,COMMERCIAL CLUB PGD. OF CHICAGO,1006,BASKETBALL BACKBOARD,OUTDOOR,-87.6744154,41.89663624,4772
POINT (-87.65518210401487 41.68074832170974),4117,COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,-87.6551821,41.68074832,4773
POINT (-87.65517799836022 41.68060538686595),4118,COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,-87.655178,41.68060539,4774
POINT (-87.65503428233784 41.680675994057694),4119,COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,-87.65503428,41.68067599,4775
POINT (-87.65532027899043 41.68067137634095),4120,COOPER (JACK),287,BASKETBALL BACKBOARD,OUTDOOR,-87.65532028,41.68067138,4776
POINT (-87.67024735783873 41.802371456176864),4121,CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,-87.67024736,41.80237146,4777
POINT (-87.67023518183667 41.802187045760405),4122,CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,-87.67023518,41.80218705,4778
POINT (-87.66996218645588 41.802380343860264),4123,CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,-87.66996219,41.80238034,4779
POINT (-87.66994318973985 41.80217482575894),4124,CORNELL (PAUL) SQUARE,5,BASKETBALL BACKBOARD,OUTDOOR,-87.66994319,41.80217483,4780
POINT (-87.72036798655635 41.80323120231332),4125,CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,-87.72036799,41.8032312,4781
POINT (-87.72041087947353 41.803111164575654),4126,CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,-87.72041088,41.80311116,4782
POINT (-87.72052887687485 41.803214880149824),4127,CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,-87.72052888,41.80321488,4783
POINT (-87.72056962353413 41.80310107755986),4128,CURIE (MARIE),408,BASKETBALL BACKBOARD,OUTDOOR,-87.72056962,41.80310108,4784
POINT (-87.66663757299885 41.81269062107229),4129,DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,-87.66663757,41.81269062,4785
POINT (-87.66690580639198 41.81269003113604),4130,DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,-87.66690581,41.81269003,4786
POINT (-87.66689928075945 41.81248932650983),4131,DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,-87.66689928,41.81248933,4787
POINT (-87.66663393819047 41.812487786772145),4132,DAVIS (DR. NATHAN) SQUARE,14,BASKETBALL BACKBOARD,OUTDOOR,-87.66663394,41.81248779,4788
POINT (-87.76204547697027 41.90182151081635),4133,DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR,-87.76204548,41.90182151,4789
POINT (-87.76232143160847 41.901817432695545),4134,DAVIS (MARGARET),1092,BASKETBALL BACKBOARD,OUTDOOR,-87.76232143,41.90181743,4790
POINT (-87.64791579542724 41.82771364451478),4135,DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR,-87.6479158,41.82771364,4791
POINT (-87.64791714684789 41.82791275032345),4136,DONOVAN (GEORGE),1029,BASKETBALL BACKBOARD,OUTDOOR,-87.64791715,41.82791275,4792
POINT (-87.69988923496605 41.86306979854494),4137,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.69988923,41.8630698,4793
POINT (-87.70008567674765 41.863005837367695),4138,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.70008568,41.86300584,4794
POINT (-87.70011904503657 41.86299148258635),4139,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.70011905,41.86299148,4795
POINT (-87.6960435762782 41.85641110532502),4140,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.69604358,41.85641111,4796
POINT (-87.69604544436896 41.85662069898885),4141,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.69604544,41.8566207,4797
POINT (-87.6961380918318 41.85651553589939),4142,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.69613809,41.85651554,4798
POINT (-87.69594936643094 41.85651448869006),4143,DOUGLASS (ANNA & FREDERICK),218,BASKETBALL BACKBOARD,OUTDOOR,-87.69594937,41.85651449,4799
POINT (-87.61905275009376 41.84040644989401),4144,DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR,-87.61905275,41.84040645,4800
POINT (-87.61881742682714 41.84040291540447),4145,DUNBAR (PAUL LAURENCE),267,BASKETBALL COURT,OUTDOOR,-87.61881743,41.84040292,4801
POINT (-87.6195834348391 41.84049257359939),4146,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61958343,41.84049257,4802
POINT (-87.61957994580666 41.84030826723676),4147,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61957995,41.84030827,4803
POINT (-87.61933966723892 41.84050141158196),4148,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61933967,41.84050141,4804
POINT (-87.61932803297857 41.84030255990363),4149,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61932803,41.84030256,4805
POINT (-87.61906276578344 41.84050176071312),4150,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61906277,41.84050176,4806
POINT (-87.61906216118717 41.84030711919305),4151,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61906216,41.84030712,4807
POINT (-87.6188440090515 41.84050246999309),4152,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61884401,41.84050247,4808
POINT (-87.61884603593647 41.84032026872113),4153,DUNBAR (PAUL LAURENCE),267,BASKETBALL BACKBOARD,OUTDOOR,-87.61884604,41.84032027,4809
POINT (-87.63941454148764 41.897874064232546),4154,DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR,-87.63941454,41.89787406,4810
POINT (-87.63940210058655 41.897717300559606),4155,DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR,-87.6394021,41.8977173,4811
POINT (-87.63970849463315 41.89771211014676),4156,DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR,-87.63970849,41.89771211,4812
POINT (-87.63971856145031 41.897870619608206),4157,DURSO (JOHN),1037,BASKETBALL BACKBOARD,OUTDOOR,-87.63971856,41.89787062,4813
POINT (-87.65437782394434 41.85511642207796),4158,DVORAK (ANTON),216,BASKETBALL BACKBOARD,OUTDOOR,-87.65437782,41.85511642,4814
POINT (-87.65437276193408 41.854894999173304),4159,DVORAK (ANTON),216,BASKETBALL BACKBOARD,OUTDOOR,-87.65437276,41.854895,4815
POINT (-87.56528247856723 41.74668271891804),4160,ECKERSALL (WALTER HERBERT),232,BASKETBALL BACKBOARD,OUTDOOR,-87.56528248,41.74668272,4816
POINT (-87.5652779840152 41.74645218062096),4161,ECKERSALL (WALTER HERBERT),232,BASKETBALL BACKBOARD,OUTDOOR,-87.56527798,41.74645218,4817
POINT (-87.6615663898245 41.896945371982085),4162,ECKHART (BERNARD),208,BASKETBALL BACKBOARD,OUTDOOR,-87.66156639,41.89694537,4818
POINT (-87.66182845436344 41.89694414701027),4163,ECKHART (BERNARD),208,BASKETBALL BACKBOARD,OUTDOOR,-87.66182845,41.89694415,4819
POINT (-87.60955016785373 41.82790975162522),4164,ELLIS (SAMUEL),1213,BASKETBALL BACKBOARD,OUTDOOR,-87.60955017,41.82790975,4824
POINT (-87.60945478934447 41.82774072156803),4165,ELLIS (SAMUEL),1213,BASKETBALL BACKBOARD,OUTDOOR,-87.60945479,41.82774072,4825
POINT (-87.60970241486368 41.82766817333248),4166,ELLIS (SAMUEL),1213,BASKETBALL BACKBOARD,OUTDOOR,-87.60970241,41.82766817,4826
POINT (-87.60979779392224 41.82783720319045),4167,ELLIS (SAMUEL),1213,BASKETBALL BACKBOARD,OUTDOOR,-87.60979779,41.8278372,4827
POINT (-87.6441482795974 41.792357092941394),4168,EMERALD,1098,BASKETBALL BACKBOARD,OUTDOOR,-87.64414828,41.79235709,4828
POINT (-87.64442914451455 41.79234734309008),4169,EMERALD,1098,BASKETBALL BACKBOARD,OUTDOOR,-87.64442914,41.79234734,4829
POINT (-87.67676313351728 41.99459994551131),4170,EMMERSON (LOUIS),104,BASKETBALL BACKBOARD,OUTDOOR,-87.67676313,41.99459995,4830
POINT (-87.67703133374597 41.99460338518614),4171,EMMERSON (LOUIS),104,BASKETBALL BACKBOARD,OUTDOOR,-87.67703133,41.99460339,4831
POINT (-87.63799200030653 41.71647236975062),4172,EUCLID,66,BASKETBALL BACKBOARD,OUTDOOR,-87.637992,41.71647237,4832
POINT (-87.63773824827402 41.716475121529),4173,EUCLID,66,BASKETBALL BACKBOARD,OUTDOOR,-87.63773825,41.71647512,4833
POINT (-87.63773091495499 41.71627068237173),4174,EUCLID,66,BASKETBALL BACKBOARD,OUTDOOR,-87.63773091,41.71627068,4834
POINT (-87.63798465078219 41.716269359390864),4175,EUCLID,66,BASKETBALL BACKBOARD,OUTDOOR,-87.63798465,41.71626936,4835
POINT (-87.63984323340071 41.704119173929556),4176,FERNWOOD,65,BASKETBALL BACKBOARD,OUTDOOR,-87.63984323,41.70411917,4836
POINT (-87.63983690849162 41.703921202489454),4177,FERNWOOD,65,BASKETBALL BACKBOARD,OUTDOOR,-87.63983691,41.7039212,4837
POINT (-87.63951144575245 41.703927155772014),4178,FERNWOOD,65,BASKETBALL BACKBOARD,OUTDOOR,-87.63951145,41.70392716,4838
POINT (-87.6395389324148 41.7041220874973),4179,FERNWOOD,65,BASKETBALL BACKBOARD,OUTDOOR,-87.63953893,41.70412209,4839
POINT (-87.66078778361123 41.7426473951176),4180,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.66078778,41.7426474,4840
POINT (-87.66099630779425 41.74264217699574),4181,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.66099631,41.74264218,4841
POINT (-87.66099387315779 41.74287555557165),4182,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.66099387,41.74287556,4842
POINT (-87.6607875311874 41.74287756676532),4183,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.66078753,41.74287757,4843
POINT (-87.65950757289524 41.74209065816155),4184,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.65950757,41.74209066,4844
POINT (-87.65969260771058 41.74209323323954),4185,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.65969261,41.74209323,4845
POINT (-87.65959801226134 41.74219551259282),4186,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.65959801,41.74219551,4846
POINT (-87.65960019323242 41.7419868781001),4187,FOSTER (J. FRANK),26,BASKETBALL BACKBOARD,OUTDOOR,-87.65960019,41.74198688,4847
POINT (-87.73144355226361 41.86093868997472),4188,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.73144355,41.86093869,4848
POINT (-87.73144637347721 41.861165696227005),4189,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.73144637,41.8611657,4849
POINT (-87.73173190218702 41.8611622583414),4190,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.7317319,41.86116226,4850
POINT (-87.73200920187524 41.86115630791394),4191,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.7320092,41.86115631,4851
POINT (-87.73200134675093 41.860937910528385),4192,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.73200135,41.86093791,4852
POINT (-87.73172079317968 41.86093890910067),4193,FRANKLIN (BENJAMIN),202,BASKETBALL BACKBOARD,OUTDOOR,-87.73172079,41.86093891,4853
POINT (-87.63538007422312 41.81213918675459),4194,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.63538007,41.81213919,4854
POINT (-87.63536761799959 41.811750883297876),4195,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.63536762,41.81175088,4855
POINT (-87.63523724680707 41.8118576722129),4196,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.63523725,41.81185767,4856
POINT (-87.63524163630245 41.81202920495933),4197,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.63524164,41.8120292,4857
POINT (-87.63550207720422 41.81203546476205),4198,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.63550208,41.81203546,4858
POINT (-87.63549770273524 41.811862372707886),4199,FULLER (MELVILLE),4,BASKETBALL BACKBOARD,OUTDOOR,-87.6354977,41.81186237,4859
POINT (-87.68438401704582 41.79265975294095),4200,GAGE (GEORGE),22,BASKETBALL BACKBOARD,OUTDOOR,-87.68438402,41.79265975,4860
POINT (-87.68437684677343 41.79248403515238),4201,GAGE (GEORGE),22,BASKETBALL BACKBOARD,OUTDOOR,-87.68437685,41.79248404,4861
POINT (-87.6843355842563 41.79280671439496),4202,GAGE (GEORGE),22,HANDBALL/RACQUET (OUT),OUTDOOR,-87.68433558,41.79280671,4862
POINT (-87.76964064761907 41.912159896165655),4203,GALEWOOD,130,BASKETBALL BACKBOARD,OUTDOOR,-87.76964065,41.9121599,4863
POINT (-87.7696408126728 41.91238676685748),4204,GALEWOOD,130,BASKETBALL BACKBOARD,OUTDOOR,-87.76964081,41.91238677,4864
POINT (-87.76865490879604 41.912426327478954),4205,GALEWOOD,130,BASKETBALL BACKBOARD,OUTDOOR,-87.76865491,41.91242633,4865
POINT (-87.71798895739124 41.8752279206),4206,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.71798896,41.87522792,4866
POINT (-87.71807447737625 41.875392097144996),4207,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.71807448,41.8753921,4867
POINT (-87.71700015679127 41.877531912595096),4208,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.71700016,41.87753191,4868
POINT (-87.71701531476359 41.87779655148258),4209,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.71701531,41.87779655,4869
POINT (-87.71724663220722 41.88363448490763),4210,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.71724663,41.88363448,4870
POINT (-87.71757950360903 41.88362855787601),4211,GARFIELD (JAMES),204,BASKETBALL BACKBOARD,OUTDOOR,-87.7175795,41.88362856,4871
POINT (-87.77271237865958 41.97922383715483),4214,GLADSTONE (WILLIAM),93,BASKETBALL BACKBOARD,OUTDOOR,-87.77271238,41.97922384,4874
POINT (-87.77272445119614 41.97910921057039),4215,GLADSTONE (WILLIAM),93,BASKETBALL BACKBOARD,OUTDOOR,-87.77272445,41.97910921,4875
POINT (-87.77256750243043 41.97905890079768),4216,GLADSTONE (WILLIAM),93,BASKETBALL BACKBOARD,OUTDOOR,-87.7725675,41.9790589,4876
POINT (-87.77255904687627 41.97918180103921),4217,GLADSTONE (WILLIAM),93,BASKETBALL BACKBOARD,OUTDOOR,-87.77255905,41.9791818,4877
POINT (-87.70892099906317 41.87608407441105),4218,GLADYS (GUNDERSON),1102,BASKETBALL BACKBOARD,OUTDOOR,-87.708921,41.87608407,4878
POINT (-87.7086158198593 41.87608785728147),4219,GLADYS (GUNDERSON),1102,BASKETBALL BACKBOARD,OUTDOOR,-87.70861582,41.87608786,4879
